TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,SaleType,EarnedRewardPoints
146,2025-03-21,1020,2091.0,403,0.0,2821.59,Payment,282159
147,2024-07-22,1116,2097.0,402,0.0,1499.17,Rewards,0
148,2024-11-19,1006,2050.0,403,0.0,104.97,Rewards,0
149,2025-05-08,1166,2029.0,402,,76.14,Payment,7614
150,2025-04-01,1120,2000.0,401,,341.56,Rewards,0
151,2025-05-10,1108,2041.0,402,0.0,3375.28,Payment,337528
152,2025-01-02,1032,2002.0,402,2.0,1248.88,Rewards,0
153,2024-09-07,1170,2067.0,403,,1039.29,Rewards,0
154,2025-05-28,1099,2005.0,404,2.0,746.33,Rewards,0
155,2024-06-29,1066,2094.0,403,2.0,1636.34,Payment,163634
156,2024-08-12,1118,2061.0,402,0.0,1890.03,Rewards,0
157,2024-06-16,1071,2040.0,403,3.0,115.46,Rewards,0
158,2024-08-18,1199,2054.0,403,2.0,2300.1,Payment,230010
159,2024-11-16,1086,2063.0,404,2.0,1467.81,Rewards,0
160,2024-07-04,1046,2041.0,401,2.0,3211.8,Payment,321180
161,2024-11-12,1089,2093.0,403,3.0,1961.05,Rewards,0
162,2025-05-14,1005,2095.0,402,1.0,1372.27,Payment,137227
163,2024-11-16,1071,2046.0,403,0.0,105.07,Payment,10507
164,2025-05-14,1195,2023.0,403,2.0,1010.52,Payment,101052
165,2025-02-22,1099,2015.0,403,3.0,1243.16,Payment,124316
166,2025-02-04,1051,2019.0,404,3.0,4147.31,Rewards,0
167,2025-05-21,1170,2009.0,403,1.0,139.83,Payment,13983
168,2025-01-09,1130,2035.0,402,3.0,2993.1,Rewards,0
169,2024-10-26,1141,2019.0,401,3.0,3961.24,Rewards,0
170,2025-03-29,1089,2057.0,404,2.0,1666.65,Payment,166665
171,2024-12-14,1196,2055.0,401,1.0,365.84,Rewards,0
172,2025-05-09,1020,2032.0,402,2.0,640.51,Payment,64051
173,2024-12-11,1043,2074.0,402,2.0,1149.06,Payment,114906
174,2025-03-29,1034,2098.0,403,3.0,109.06,Rewards,0
175,2025-04-23,1164,2061.0,402,3.0,192.3,Rewards,0
176,2024-06-26,1123,2043.0,402,2.0,1728.52,Rewards,0
177,2025-05-23,1089,2013.0,403,0.0,1615.63,Payment,161563
178,2024-07-12,1098,2053.0,402,1.0,1870.82,Payment,187082
179,2025-02-15,1116,2065.0,404,2.0,225.6,Rewards,0
180,2024-11-02,1061,2054.0,401,,4470.53,Payment,447053
181,2025-01-16,1137,2019.0,404,2.0,3937.36,Payment,393736
182,2024-10-25,1145,2046.0,403,,117.02,Rewards,0
183,2024-09-22,1174,2016.0,401,2.0,762.93,Payment,76293
184,2024-07-31,1102,2005.0,401,2.0,1062.7,Payment,106270
185,2024-08-02,1035,2070.0,403,2.0,81.02,Rewards,0
186,2024-12-05,1144,2013.0,403,0.0,3126.66,Payment,312666
187,2025-03-19,1176,2076.0,404,1.0,1187.87,Payment,118787
188,2024-08-10,1158,2048.0,402,1.0,1899.0,Payment,189900
189,2024-07-17,1089,2052.0,402,3.0,1484.88,Rewards,0
190,2024-06-27,1071,2084.0,404,2.0,946.34,Payment,94634
191,2024-12-11,1173,2092.0,403,1.0,594.06,Payment,59406
192,2024-09-29,1076,2090.0,402,3.0,730.17,Payment,73017
193,2025-05-09,1070,2039.0,404,3.0,4795.74,Rewards,0
194,2025-03-22,1073,2010.0,403,2.0,467.27,Payment,46727
195,2025-03-31,1143,2017.0,401,1.0,1356.18,Rewards,0
196,2024-12-10,1013,2054.0,404,1.0,0.0,Payment,0
197,2024-12-14,1104,2060.0,404,2.0,1309.5,Payment,130950
198,2025-04-30,1071,2092.0,401,1.0,1683.33,Payment,168333
199,2025-05-09,1005,2023.0,403,0.0,3212.52,Rewards,0
200,2025-05-07,1116,2069.0,404,1.0,962.64,Payment,96264
201,2024-08-19,1116,2082.0,403,0.0,1592.0,Payment,159200
202,2024-12-19,1044,2081.0,404,2.0,1355.05,Rewards,0
203,2024-08-16,1089,2000.0,403,3.0,1910.37,Rewards,0
204,2024-10-01,1002,2054.0,402,,1880.63,Rewards,0
205,2024-11-07,1180,2088.0,401,2.0,480.66,Rewards,0
206,2025-05-17,1116,2077.0,403,3.0,1613.89,Payment,161389
207,2025-03-29,1174,2010.0,404,2.0,1150.13,Payment,115013
208,2024-06-27,1129,2097.0,402,3.0,1424.31,Rewards,0
209,2024-12-22,1032,2058.0,402,3.0,1139.65,Rewards,0
210,2025-01-25,1005,2000.0,402,0.0,1415.75,Rewards,0
211,2024-12-13,1066,2060.0,401,1.0,1543.36,Rewards,0
212,2025-05-24,1107,2048.0,404,3.0,1381.32,Payment,138132
213,2025-01-19,1167,2015.0,402,3.0,1469.32,Payment,146932
214,2024-08-31,1034,2059.0,404,1.0,725.01,Payment,72501
215,2024-09-21,1185,2004.0,404,0.0,181.22,Payment,18122
216,2024-12-25,1172,2006.0,402,3.0,1102.53,Rewards,0
217,2025-03-02,1035,2037.0,402,2.0,1556.45,Payment,155645
218,2025-03-28,1116,2066.0,402,2.0,1899.61,Rewards,0
219,2025-04-19,1160,2071.0,404,,1304.47,Rewards,0
220,2024-10-31,1178,2019.0,403,3.0,1514.05,Rewards,0
221,2025-04-11,1032,2071.0,404,1.0,547.24,Rewards,0
222,2024-10-11,1032,2011.0,402,,1229.69,Rewards,0
223,2024-06-17,1071,2042.0,403,0.0,420.55,Rewards,0
224,2025-02-25,1193,2031.0,402,1.0,1562.25,Payment,156225
225,2024-10-30,1091,2040.0,404,3.0,54.83,Rewards,0
226,2024-08-23,1011,2028.0,402,,1188.86,Rewards,0
227,2025-02-15,1050,2046.0,402,2.0,125.02,Payment,12502
228,2025-05-20,1125,2093.0,403,3.0,1784.26,Rewards,0
229,2025-05-29,1134,2019.0,401,3.0,3338.16,Payment,333816
230,2024-06-29,1071,2047.0,401,3.0,80.68,Payment,8068
231,2024-12-11,1004,2035.0,403,,3533.15,Rewards,0
232,2025-03-22,1027,2067.0,402,2.0,571.28,Rewards,0
233,2024-11-04,1103,2031.0,402,0.0,1723.53,Payment,172353
234,2025-03-05,1005,2060.0,401,1.0,1698.39,Payment,169839
235,2025-01-11,1024,2005.0,402,3.0,1852.11,Rewards,0
236,2025-01-31,1139,2004.0,402,2.0,453.96,Payment,45396
237,2024-07-31,1101,2038.0,402,3.0,1104.1,Payment,110410
238,2024-11-01,1176,2064.0,403,,1685.42,Rewards,0
239,2024-10-15,1152,2099.0,403,,1985.54,Rewards,0
240,2024-11-30,1096,2087.0,404,2.0,1440.56,Rewards,0
241,2024-07-05,1116,2040.0,403,0.0,72.26,Payment,7226
242,2025-03-05,1066,2091.0,404,0.0,918.79,Payment,91879
243,2024-12-26,1098,2079.0,404,1.0,1263.12,Payment,126312
244,2024-10-30,1020,2023.0,401,2.0,2679.04,Rewards,0
245,2024-07-03,1063,2063.0,402,1.0,1900.21,Payment,190021
246,2024-10-12,1084,2055.0,402,1.0,396.39,Rewards,0
247,2024-11-04,1188,2062.0,402,2.0,816.22,Payment,81622
248,2024-07-19,1151,2023.0,401,3.0,1443.42,Rewards,0
249,2025-03-19,1017,2052.0,404,2.0,1334.39,Payment,133439
250,2025-02-14,1018,2076.0,404,3.0,1591.91,Rewards,0
251,2024-10-22,1137,2010.0,401,2.0,1244.72,Payment,124472
252,2024-12-18,1165,2096.0,403,3.0,242.28,Rewards,0
253,2024-08-31,1142,2073.0,402,3.0,1375.13,Payment,137513
254,2025-02-01,1034,2037.0,404,0.0,1884.32,Payment,188432
255,2024-07-29,1116,2066.0,404,0.0,1408.69,Payment,140869
256,2024-10-07,1181,2054.0,401,1.0,3832.2,Payment,383220
257,2024-12-06,1084,2059.0,402,1.0,1331.75,Rewards,0
258,2024-11-03,1050,2054.0,404,,1752.55,Rewards,0
259,2025-02-08,1147,2097.0,402,1.0,1680.59,Rewards,0
260,2025-04-12,1163,2046.0,404,2.0,74.1,Payment,7410
261,2024-08-10,1076,2075.0,401,2.0,645.49,Rewards,0
262,2024-08-16,1130,2076.0,402,3.0,1289.23,Payment,128923
263,2025-02-03,1044,2062.0,403,2.0,1257.85,Rewards,0
264,2025-04-14,1124,2079.0,404,3.0,4279.51,Rewards,0
265,2024-11-30,1034,2028.0,403,,612.91,Rewards,0
266,2025-03-13,1197,2070.0,401,2.0,125.26,Payment,12526
267,2024-10-25,1010,2056.0,402,0.0,1324.66,Rewards,0
268,2024-09-10,1008,2044.0,401,0.0,512.04,Rewards,0
269,2025-03-24,1089,2078.0,404,1.0,1636.38,Payment,163638
270,2025-03-22,1136,2097.0,402,2.0,1703.04,Payment,170304
271,2025-04-11,1173,2017.0,404,2.0,297.43,Payment,29743
272,2025-04-14,1089,2097.0,404,2.0,2188.28,Payment,218828
273,2024-07-03,1196,2097.0,403,2.0,2696.2,Rewards,0
274,2024-12-21,1187,2091.0,403,3.0,2433.39,Rewards,0
275,2024-08-27,1072,2070.0,402,3.0,135.18,Rewards,0
276,2025-03-06,1032,2023.0,404,3.0,3598.66,Rewards,0
277,2024-07-26,1040,2035.0,401,2.0,3490.29,Payment,349029
278,2025-01-13,1020,2096.0,402,0.0,52.12,Payment,5212
279,2024-11-27,1071,2056.0,401,,285.16,Payment,28516
280,2025-04-12,1122,2079.0,401,0.0,2154.03,Rewards,0
281,2024-09-30,1192,2082.0,402,,1240.12,Rewards,0
282,2024-08-08,1054,2019.0,404,3.0,890.1,Rewards,0
283,2024-07-13,1150,2044.0,404,1.0,1307.01,Payment,130701
284,2024-09-10,1184,2099.0,401,2.0,1233.51,Payment,123351
285,2024-08-17,1165,2035.0,404,1.0,3172.68,Rewards,0
286,2024-12-09,1092,2016.0,404,3.0,1381.74,Payment,138174
287,2025-03-06,1197,2039.0,401,,4651.61,Rewards,0
288,2025-05-14,1073,2064.0,404,3.0,1096.3,Payment,109630
289,2024-12-30,1079,2035.0,402,3.0,3934.51,Payment,393451
290,2025-01-14,1079,2093.0,402,,897.24,Rewards,0
291,2024-11-20,1079,2084.0,402,1.0,369.47,Payment,36947
292,2025-05-16,1184,2054.0,402,2.0,1031.26,Rewards,0
293,2025-04-26,1109,2019.0,403,0.0,2798.52,Rewards,0
294,2024-06-24,1042,2032.0,401,0.0,1042.21,Payment,104221
295,2024-06-20,1062,2054.0,404,1.0,4358.68,Rewards,0
296,2024-12-15,1189,2028.0,403,2.0,201.88,Rewards,0
297,2024-10-26,1013,2097.0,401,0.0,4397.15,Rewards,0
298,2025-03-10,1022,2001.0,403,2.0,523.04,Rewards,0
299,2024-10-25,1197,2093.0,402,3.0,1106.01,Rewards,0
300,2025-01-08,1002,2000.0,404,2.0,1083.14,Payment,108314
301,2024-09-06,1015,2018.0,403,1.0,1063.53,Payment,106353
302,2025-02-07,1191,2019.0,402,3.0,3055.19,Rewards,0
303,2024-11-15,1060,2054.0,404,2.0,1723.8,Rewards,0
304,2024-07-02,1066,2023.0,404,3.0,2112.29,Rewards,0
305,2025-03-08,1118,2019.0,401,2.0,3635.95,Payment,363595
306,2024-06-18,1083,2035.0,403,0.0,1670.75,Rewards,0
307,2025-05-29,1005,2071.0,402,0.0,322.6,Payment,32260
308,2024-06-06,1056,2079.0,403,0.0,1664.69,Rewards,0
309,2025-03-25,1066,2091.0,402,2.0,4740.26,Payment,474026
310,2024-06-22,1110,2050.0,404,,386.97,Payment,38697
311,2024-08-28,1020,2019.0,401,1.0,2745.01,Rewards,0
312,2025-04-20,1022,2023.0,404,1.0,4109.76,Payment,410976
313,2025-03-18,1182,2069.0,404,2.0,400.64,Rewards,0
314,2024-10-07,1020,2091.0,403,1.0,950.6,Payment,95060
315,2025-01-17,1188,2035.0,404,1.0,3166.34,Rewards,0
316,2025-03-22,1151,2054.0,402,1.0,4146.81,Rewards,0
317,2025-05-22,1044,2011.0,401,1.0,982.08,Rewards,0
318,2024-10-12,1033,2029.0,403,,108.66,Rewards,0
319,2024-07-29,1089,2047.0,404,2.0,316.08,Rewards,0
320,2024-08-05,1163,2083.0,403,2.0,1198.45,Payment,119845
321,2024-08-12,1176,2023.0,401,3.0,3968.74,Payment,396874
322,2024-12-19,1089,2078.0,402,0.0,324.25,Rewards,0
323,2025-02-27,1089,2019.0,403,2.0,3619.29,Payment,361929
324,2024-10-19,1184,2079.0,404,1.0,2718.87,Rewards,0
325,2024-10-29,1025,2073.0,402,0.0,115.15,Payment,11515
326,2024-06-08,1026,2023.0,404,0.0,4541.56,Rewards,0
327,2024-07-10,1157,2090.0,401,1.0,896.69,Payment,89669
328,2024-06-23,1048,2070.0,403,2.0,16.95,Payment,1695
329,2024-12-20,1039,2013.0,404,3.0,615.81,Payment,61581
330,2024-08-10,1020,2014.0,403,3.0,1339.03,Payment,133903
331,2024-07-09,1047,2048.0,403,0.0,956.86,Payment,95686
332,2024-09-01,1015,2019.0,401,3.0,3153.77,Payment,315377
333,2024-12-15,1133,2068.0,404,1.0,203.96,Rewards,0
334,2025-04-27,1128,2066.0,402,3.0,1969.52,Payment,196952
335,2025-05-23,1032,2019.0,404,1.0,1660.49,Payment,166049
336,2025-05-01,1017,2097.0,404,2.0,4627.23,Rewards,0
337,2024-06-06,1150,2053.0,401,1.0,1186.22,Payment,118622
338,2025-05-20,1066,2012.0,403,2.0,565.07,Payment,56507
339,2025-01-17,1121,2041.0,404,3.0,4503.08,Rewards,0
340,2024-10-12,1032,2047.0,401,2.0,1693.55,Payment,169355
341,2025-04-11,1058,2091.0,403,3.0,901.79,Payment,90179
342,2024-11-16,1104,2097.0,403,1.0,3693.06,Payment,369306
343,2024-11-06,1134,2003.0,402,1.0,536.51,Rewards,0
344,2024-11-21,1180,2054.0,404,0.0,1588.72,Payment,158872
345,2024-11-30,1121,2044.0,403,2.0,1393.26,Payment,139326
346,2024-09-24,1041,2099.0,402,1.0,574.71,Payment,57471
347,2024-11-08,1034,2016.0,402,0.0,1236.27,Rewards,0
348,2025-05-12,1181,2054.0,404,3.0,2600.14,Rewards,0
349,2025-01-27,1101,2000.0,403,2.0,260.8,Payment,26080
350,2024-06-28,1163,2040.0,403,2.0,82.42,Rewards,0
351,2024-09-07,1005,2087.0,402,3.0,555.88,Rewards,0
352,2024-11-09,1009,2073.0,402,1.0,1294.71,Payment,129471
353,2024-11-26,1091,2021.0,402,3.0,554.37,Rewards,0
354,2025-03-23,1046,2042.0,401,1.0,648.82,Payment,64882
355,2025-03-15,1066,2059.0,401,0.0,429.36,Rewards,0
356,2024-07-20,1135,2013.0,402,1.0,4942.36,Rewards,0
357,2025-04-24,1036,2029.0,401,1.0,18.12,Payment,1812
358,2024-11-20,1116,2020.0,404,0.0,895.74,Rewards,0
359,2024-11-13,1122,2004.0,402,0.0,1525.85,Payment,152585
360,2024-12-10,1034,2031.0,402,2.0,250.28,Payment,25028
361,2024-12-04,1016,2038.0,403,2.0,1389.22,Payment,138922
362,2024-07-26,1125,2024.0,402,3.0,487.43,Payment,48743
363,2025-05-27,1034,2021.0,401,0.0,1298.63,Rewards,0
364,2025-03-08,1152,2084.0,401,0.0,275.79,Payment,27579
365,2024-11-17,1020,2019.0,402,0.0,3477.49,Payment,347749
366,2025-01-20,1155,2053.0,401,0.0,1580.28,Payment,158028
367,2024-12-02,1199,2097.0,402,3.0,677.33,Rewards,0
368,2024-12-02,1032,2009.0,401,0.0,103.66,Payment,10366
369,2024-08-02,1066,2012.0,403,3.0,627.24,Rewards,0
370,2024-11-23,1116,2037.0,403,2.0,276.01,Payment,27601
371,2025-04-09,1002,2084.0,402,3.0,573.2,Rewards,0
372,2025-02-21,1087,2079.0,404,2.0,3604.56,Payment,360456
373,2024-11-27,1042,2013.0,402,3.0,3552.77,Payment,355277
374,2024-08-15,1091,2087.0,402,3.0,852.0,Payment,85200
375,2024-06-20,1080,2097.0,402,2.0,3597.09,Payment,359709
376,2024-12-31,1186,2054.0,404,0.0,4704.67,Rewards,0
377,2024-12-04,1126,2009.0,404,2.0,17.05,Payment,1705
378,2024-08-31,1103,2010.0,404,3.0,1021.99,Rewards,0
379,2024-10-05,1190,2013.0,404,0.0,4063.02,Payment,406302
380,2025-05-19,1130,2083.0,404,2.0,1642.35,Payment,164235
381,2025-04-05,1196,2060.0,403,0.0,1334.87,Payment,133487
382,2024-06-01,1162,2037.0,403,0.0,1010.22,Rewards,0
383,2025-03-28,1104,2039.0,402,3.0,4210.49,Payment,421049
384,2024-08-18,1193,2081.0,401,3.0,1199.17,Payment,119917
385,2024-12-04,1001,2006.0,404,3.0,1573.11,Rewards,0
386,2025-05-01,1044,2016.0,401,2.0,800.09,Payment,80009
387,2025-05-24,1195,2079.0,403,3.0,1121.81,Rewards,0
388,2024-12-27,1131,2097.0,403,1.0,3308.75,Payment,330875
389,2024-09-27,1172,2023.0,403,2.0,3122.63,Rewards,0
390,2025-05-12,1172,2068.0,403,3.0,1069.32,Rewards,0
391,2024-06-11,1034,2023.0,403,1.0,3607.68,Rewards,0
392,2024-09-28,1008,2057.0,401,1.0,1144.48,Rewards,0
393,2024-09-06,1178,2013.0,404,2.0,742.11,Rewards,0
394,2025-02-26,1032,2081.0,403,1.0,1930.37,Payment,193037
395,2024-09-28,1066,2023.0,401,3.0,1689.08,Payment,168908
396,2024-08-06,1001,2029.0,401,2.0,118.31,Rewards,0
397,2025-01-03,1077,2073.0,403,,1074.52,Rewards,0
398,2025-05-17,1129,2097.0,404,1.0,3485.01,Payment,348501
399,2024-10-12,1192,2060.0,401,2.0,1813.77,Rewards,0
400,2024-12-29,1010,2041.0,404,0.0,2931.07,Rewards,0
401,2024-09-23,1197,2065.0,404,2.0,425.4,Rewards,0
402,2024-12-06,1042,2098.0,401,1.0,1558.49,Rewards,0
403,2025-04-13,1026,2079.0,401,1.0,3725.91,Rewards,0
404,2024-06-16,1116,2071.0,401,1.0,844.88,Rewards,0
